GENDER,STRATUM,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,PROMEDIO
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,59,51,50,55,55,53
F,Stratum 2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,82,71,70,87,95,81
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,49,42,58,57,52
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,68,75,73,71,95,79
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,46,51,56,49,42,50
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,49,54,47,56,55,53
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,65,66,65,78,70,70
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,57,70,67,48,61
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,53,53,52,55,58,55
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,66,73,65,67,68
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,59,62,64,67,63
F,Stratum 2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,58,54,64,59,59
M,Stratum 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,62,60,77,82,70
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,63,56,63,74,64
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,64,73,70,82,72
F,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,53,60,64,55,58
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,68,55,58,74,46,58
F,Stratum 1,Yes,Yes,No,No,No,No,Yes,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,49,72,67,63,43,61
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,69,60,74,76,70
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,71,82,81,80,79
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,53,52,59,70,59
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,50,56,47,54,67,56
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,77,74,73,82,68,74
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,64,58,49,55,42,51
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,74,67,63,90,74
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,77,56,69,80,71
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,81,82,78,90,83
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,56,60,68,64,62
M,Stratum 4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,68,54,65,64,52,59
M,Stratum 1,No,No,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,55,56,48,46,48,50
M,Stratum 2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,62,74,91,65,49,70
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,51,50,57,49,52
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,56,61,56,68,67,63
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,51,50,54,50,51
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,76,66,82,81,54,71
F,Stratum 3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,61,55,58,62,49,56
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,60,35,41,57,43,44
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,56,64,53,70,54,60
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,86,74,67,87,95,81
F,Stratum 3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,54,59,51,50,59,55
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,57,62,64,65,62
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,53,54,53,58,60,56
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,70,64,67,65,85,70
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,59,67,62,80,67
F,Stratum 1,No,Yes,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,70,71,70,72,82,74
M,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,PUBLIC,ACADEMIC,63,61,62,60,68,63
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,75,82,77,85,80
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,61,73,75,78,72
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,64,70,66,82,71
M,Stratum 1,No,No,No,No,No,No,No,No,Yes,No,PUBLIC,TECHNICAL,82,81,77,78,68,76
F,Stratum 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,56,63,58,54,52,57
M,Stratum 1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,53,50,51,61,53,54
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,82,56,48,75,68,62
M,Stratum 1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,48,49,48,47,52,49
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,74,62,58,66,53,60
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,68,73,68,72,70
F,Stratum 3,No,Yes,Yes,No,No,No,No,Yes,No,Yes,PRIVATE,ACADEMIC,63,65,64,61,70,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,62,60,58,48,57
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,53,56,61,52,56
F,Stratum 3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,52,66,67,61,76,68
F,Stratum 2,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,62,66,60,69,67,66
F,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,66,70,70,57,66
M,Stratum 2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,63,66,56,53,44,55
M,Stratum 1,No,Yes,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,68,68,67,62,53,63
F,Stratum 2,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,45,54,53,52,46,51
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,56,68,82,70,50,68
F,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,52,59,51,43,52,51
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,82,74,70,78,90,78
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,77,74,65,70,68,69
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,73,71,70,68,70,70
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,69,66,73,78,72
M,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,88,74,70,96,80,80
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,68,77,87,64,74
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,67,68,69,92,74
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,52,56,68,74,63
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,60,56,67,74,64
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,90,80,79,92,85
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,74,77,70,90,78
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,67,52,60,67,65,61
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,73,64,62,74,67,67
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,52,52,58,52,54,54
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,67,54,77,80,70
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,58,57,53,61,42,53
F,Stratum 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,52,49,62,44,52
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,66,65,74,74,70
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,56,58,71,67,63
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,69,77,71,57,69
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,TECHNICAL,57,55,48,58,49,53
F,Stratum 2,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,55,37,50,49,49,46
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,66,60,58,61,36,54
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,71,82,74,68,74
F,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,58,61,56,47,55,55
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,61,70,78,78,72
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,56,49,53,57,54
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,60,52,53,63,48,54
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,87,77,81,90,84
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,71,70,75,65,70
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,48,52,51,51,62,54
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,64,67,69,55,64
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,45,62,53,57,53,56
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,66,65,65,68,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,59,56,71,67,63
M,Stratum 1,No,No,No,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,42,61,60,70,59,63
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,PRIVATE,TECHNICAL/ACADEMIC,55,56,64,59,55,59
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,86,62,70,67,78,69
M,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,50,43,39,52,42,44
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,76,69,67,81,64,70
M,Stratum 2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,70,68,58,72,65,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,52,47,54,52,51
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,48,33,66,65,53
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,65,50,51,61,57,55
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,45,46,45,46,42,45
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,52,48,49,64,54,54
M,Stratum 4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,58,68,56,66,52,61
F,Stratum 2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,63,57,52,48,58,54
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,61,45,50,61,72,57
M,Stratum 2,No,No,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,47,38,32,41,39,38
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,71,62,56,72,59,62
F,Stratum 1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,TECHNICAL,32,46,45,32,43,42
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,60,57,58,58,64,59
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,PRIVATE,ACADEMIC,65,61,56,69,59,61
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,52,54,51,55,49,52
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,PUBLIC,TECHNICAL,81,61,56,72,70,65
F,Stratum 2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,73,71,62,71,62,67
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,54,65,58,65,49,59
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,68,62,68,65,66
M,Stratum 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,50,53,54,46,52,51
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,62,58,70,82,68
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,48,58,49,54,57,55
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,53,55,54,56,58,56
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,57,58,57,57,57
M,Stratum 2,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,PUBLIC,ACADEMIC,58,55,52,54,46,52
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,67,62,60,65,54,60
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,56,64,56,62,53,59
F,Stratum 2,No,No,Yes,No,No,No,No,Yes,No,No,PUBLIC,TECHNICAL,81,68,73,78,64,71
M,Stratum 3,No,Yes,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,49,56,47,52,42,49
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,68,73,87,82,78
F,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,87,67,67,63,50,62
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,76,71,82,87,82,81
M,Stratum 3,No,Yes,Yes,No,No,No,No,Yes,Yes,No,PRIVATE,TECHNICAL,55,64,60,66,42,58
F,Stratum 1,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,63,57,62,60,59,60
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,71,69,67,70,58,66
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,56,45,46,34,48,43
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,61,58,60,72,63
F,Stratum 2,No,Yes,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,61,51,60,55,42,52
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,82,77,73,87,76,78
M,Stratum 2,No,No,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,55,46,51,58,49,51
F,Stratum 2,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,50,58,43,52,46,50
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,69,70,65,80,71
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,50,55,48,58,50,53
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,86,74,91,77,65,77
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,81,100,87,82,88
M,Stratum 2,No,No,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,63,59,62,74,49,61
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,57,58,58,61,49,57
F,Stratum 2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,46,59,56,65,48,57
M,Stratum 1,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,69,37,54,58,52,50
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,62,56,62,54,59
M,Stratum 1,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,67,62,51,57,65,59
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,48,45,48,49,48
F,Stratum 2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,48,42,50,52,52,49
M,Stratum 2,No,No,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,67,62,77,63,53,64
F,Stratum 2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,64,62,58,60,68,62
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,69,70,69,67,69
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,48,48,49,55,49,50
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,55,66,56,71,54,62
M,Stratum 2,No,No,Yes,No,Yes,No,No,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,39,43,43,42,42,43
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,48,64,65,63,58,63
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,63,59,67,70,53,62
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,58,54,70,52,59
F,Stratum 2,No,Yes,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,69,73,63,55,65
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,81,64,45,67,90,67
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,58,45,52,60,53,53
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,82,44,43,56,54,49
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,53,56,60,61,57,59
M,Stratum 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,60,48,47,52,50,49
M,Stratum 1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,66,73,74,59,68
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,64,60,69,70,66
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,96,66,65,66,58,64
F,Stratum 3,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,43,57,52,48,52,52
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,49,51,44,30,53,45
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,73,56,56,56,54,56
F,Stratum 1,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,65,63,60,69,58,63
M,Stratum 1,Yes,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,65,49,44,58,48,50
M,Stratum 2,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,58,66,70,64,72,68
F,Stratum 3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,64,60,69,62,64
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,71,91,87,82,83
F,Stratum 3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,64,52,47,61,65,56
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,100,75,70,87,85,79
